ShopID,AccountName,BillingCity,BillingZip,Website,HasWebsite,DirectOrdering,Note
46030.0,Niko's Pizza & Chicken - 46030,North Uxbridge,1468,https://nikoschickenuxbridge.com/,True,True,
45988.0,Northeast Pizza Barre - 45988,Barre,1005,http://www.barrepizza.com/,True,True,
111325.0,NY Pie - 111325,Waltham,2453,https://nypiepizza.com/,True,True,
1834.0,NY Pizza - 1834,Leominster,1453,https://leominsternypizza.com/,True,True,
3446.0,Oak Hill Pizza - 3446,Newton Center,2459,https://www.oakhillpizzeria.com/,True,True,
105595.0,Oath Pizza Linden Square Wellesley - 105595,Wellesley,2482,https://oathpizzaboston.com/?utm_source=google,True,True,
6955.0,Oggi Gourmet - 6955,Cambridge,2138,https://www.oggigourmetmenu.com/,True,True,
nan,Old School Italian Pizzeria,Wellesley,2482,http://www.ospizza.com/,True,True,
nan,olo Pizza,Worcester,1606,https://www.olopizza.com/,True,True,
21012.0,Olympic Pizza - 21012,Arlington,2474,https://theolympicpizza.com/,True,True,
46097.0,Orbit Pizza - 46097,Holden,1520,,False,False,No website
nan,P & S Pizza House,Clinton,1510,http://www.pandspizza.com/,True,True,
nan,P & S Pizza Inc,Clinton,1510,http://www.pandspizza.com/,True,True,
54540.0,"Padaria Brasil - Bakery, Buffet & Pizzeria - 54540",Framingham,1702,https://padariabrasil.co/Website,True,True,
nan,Papous Pizzas,Leominster,1453,http://papouspizza.menu/,True,True,
34741.0,Park Hill Pizza - 34741,Fitchburg,1420,http://parkhillpizza.com/,True,True,
101913.0,Parker House Of Pizza - 101913,Gardner,1440,http://parkerhousepizza.com/,True,True,
12914.0,Parrot Pizza Holden - 12914,Holden,1520,https://www.parrotpizzaholden.com/,True,True,
nan,Patriot Pizza & Subs,Townsend,1469,http://www.patriotpizzasubs.com/,True,True,
44812.0,Patriots Pizza & More - 44812,Gardner,1440,http://www.patriotpizzasubsgardner.com/,True,True,
12556.0,Patriots Roast Beef & Pizza - 12556,Templeton,1468,http://www.patriotsroastbeefpizzamenu.com/,True,True,
3056.0,Pepi's Pizzeria - 3056,Somerville,2145,http://www.pepispizzeria.com/,True,True,
nan,Peter's Pizza,Wellesley,2481,https://www.peterspizzawellesley.com/,True,True,
nan,Pini's Pizzeria,Medford,2155,http://pinis-medford.com/,True,True,
16729.0,Pini's Pizzeria - 16729,Waltham,2453,http://www.pinis-pizza.com/,True,True,
46787.0,Pinky's Famous Pizza - 46787,Medford,2155,https://www.pinkysfamouspizzamenu.com/?utm_source=gbp,True,True,
9533.0,Pino's Pizza - 9533,Brighton,2135,http://pinospizza.com/,True,True,
nan,Pinocchio's Pizza & Subs,Cambridge,2138,http://www.pinocchiospizza.net/,True,True,
